,ticker,group_code,company_name,company_short_name
1404,TYA,VNINDEX,Công ty Cổ phần Dây và Cáp điện Taya Việt Nam,Dây và Cáp điện Taya
1405,UCT,UpcomIndex,Công ty Cổ phần Đô thị Cần Thơ,Đô thị Cần Thơ
1406,UDC,VNINDEX,Công ty Cổ phần Xây dựng và Phát triển đô thị Tỉnh Bà Rịa - Vũng Tàu,Xây dựng và Phát triển đô thị Bà Rịa - Vũng Tàu
1407,UDJ,UpcomIndex,Công ty Cổ phần Phát triển Đô thị,Becamex UDJ
1408,UEM,UpcomIndex,Công ty Cổ phần Cơ điện Uông Bí - Vinacomin,Cơ điện Uông Bí - Vinacomin
1409,FCC,UpcomIndex,Công ty Cổ phần Liên hợp Thực phẩm,Liên hợp Thực phẩm
1410,UIC,VNINDEX,Công ty Cổ phần Đầu tư Phát triển Nhà và Đô thị IDICO,Phát triển Nhà và Đô thị IDICO
1411,UMC,UpcomIndex,Công ty Cổ phần Công trình đô thị Nam Định,Công trình đô thị Nam Định
1412,UNI,HNXIndex,Công ty Cổ phần Đầu tư và Phát triển Sao Mai Việt,Viễn Liên
1413,UPC,UpcomIndex,Công ty Cổ phần Phát triển Công viên Cây xanh và Đô thị Vũng Tàu,Cây xanh Vũng Tàu
1414,UPH,UpcomIndex,Công ty Cổ phần Dược phẩm TW25,Dược phẩm TW25
1415,USC,UpcomIndex,Công ty Cổ phần Khảo sát và Xây dựng - USCO,Khảo sát và Xây dựng - USCO
1416,USD,UpcomIndex,Công ty Cổ phần Công trình Đô thị Sóc Trăng,Công trình Đô thị Sóc Trăng
1417,V11,UpcomIndex,Công ty Cổ phần Xây dựng số 11,VINACONEX No11
1418,V12,HNXIndex,Công ty Cổ phần Xây dựng số 12,VINACONEX 12
1419,V15,UpcomIndex,Công ty Cổ phần Xây dựng số 15,Vinaconex 15
1420,V21,HNXIndex,Công ty Cổ phần Vinaconex 21,Vinaconex 21
1421,VAB,UpcomIndex,Ngân hàng Thương mại Cổ phần Việt Á,Ngân hàng Việt Á
1422,VAF,VNINDEX,Công ty Cổ phần Phân lân nung chảy Văn Điển,Phân lân Văn Điển
1423,PAT,UpcomIndex,Công ty Cổ phần Phốt pho Apatit Việt Nam,Phốt pho Apatit Việt Nam
1424,VAT,UpcomIndex,Công ty Cổ phần VT Vạn Xuân,Viễn thông Vạn Xuân
1425,VAV,UpcomIndex,Công ty Cổ phần VIWACO,VIWACO
1426,VBC,HNXIndex,"Công ty Cổ phần Nhựa, Bao bì Vinh",Nhựa - Bao bì Vinh
1427,VBH,UpcomIndex,Công ty Cổ phần Điện tử Bình Hòa,Điện tử Bình Hòa
1428,VC1,HNXIndex,Công ty Cổ phần Xây dựng số 1,Xây dựng số 1
1429,VC2,HNXIndex,Công ty Cổ phần Đầu tư và Xây dựng VINA2,Đầu tư và Xây dựng VINA2
1430,VC3,HNXIndex,Công ty Cổ phần Tập đoàn Nam Mê Kông,Tập đoàn Nam Mê Kông
1431,VC5,UpcomIndex,Công ty Cổ phần xây dựng số 5,Xây dựng Số 5
1432,VC6,HNXIndex,Công ty cổ phần Xây dựng và Đầu tư Visicons,Visicons
1433,VC7,HNXIndex,Công ty Cổ phần Tập đoàn BGI,BGI Group
1434,VC9,HNXIndex,Công ty Cổ phần Xây dựng số 9 - VC9,Xây dựng số 9
1435,VCA,VNINDEX,Công ty Cổ phần Thép VICASA - VNSTEEL,Thép VICASA - VNSTEEL
1436,VCB,VNINDEX,Ngân hàng Thương mại Cổ phần Ngoại thương Việt Nam,Vietcombank
1437,VCC,HNXIndex,Công ty Cổ phần Vinaconex 25,Vinaconex 25
1438,CCV,UpcomIndex,Công ty Cổ phần Tư vấn Xây dựng Công nghiệp và Đô thị Việt Nam,XD CN và đô thị Việt Nam
1439,VCF,VNINDEX,Công ty Cổ phần Vinacafe Biên Hòa,Vinacafé Biên Hòa
1440,VCG,VNINDEX,Tổng Công ty Cổ phần Xuất nhập khẩu và Xây dựng Việt Nam,VINACONEX
1441,VIH,UpcomIndex,Công ty Cổ phần Viglacera Hà Nội,Viglacera Hà Nội
1442,CLM,HNXIndex,Công ty Cổ phần Xuất nhập khẩu Than - Vinacomin,Xuất nhập khẩu Than - Vinacomin
1443,VCM,HNXIndex,Công ty Cổ phần Nhân lực và Thương mại Vinaconex,VINACONEX MEC
1444,VCR,UpcomIndex,Công ty Cổ phần Đầu tư và Phát triển Du lịch Vinaconex,Vinaconex - ITC
1445,VCS,HNXIndex,Công ty Cổ phần VICOSTONE,VICOSTONE
1446,VCI,VNINDEX,Công ty Cổ phần Chứng khoán Bản Việt,Chứng khoán Bản Việt
1447,VCT,UpcomIndex,Công ty Cổ phần Tư vấn Xây dựng Vinaconex,Tư vấn XD Vinaconex
1448,VCX,UpcomIndex,Công ty Cổ phần Xi măng Yên Bình,Xi măng Yên Bình
1449,VDB,UpcomIndex,Công ty Cổ phần Vận tải và Chế biến Than Đông Bắc,Vận tải và CB Than Đông Bắc
1450,VDL,HNXIndex,Công ty Cổ phần Thực phẩm Lâm Đồng,Thực phẩm Lâm Đồng
1451,VDN,UpcomIndex,Công ty Cổ phần Vinatex Đà Nẵng,Vinatex Đà Nẵng
1452,VDS,VNINDEX,Công ty Cổ phần Chứng khoán Rồng Việt,Chứng khoán Rồng Việt
1453,VDT,UpcomIndex,Công ty Cổ phần Lưới thép Bình Tây,Lưới thép Bình Tây
1454,VE1,HNXIndex,Công ty Cổ phần Xây dựng điện VNECO 1,VNECO 1
1455,VE2,HNXIndex,Công ty Cổ phần Xây dựng Điện VNECO 2,Xây dựng Điện VNECO 2
1456,VE3,HNXIndex,Công ty Cổ phần Xây dựng điện VNECO 3,Xây dựng điện VNECO 3
1457,VE4,HNXIndex,Công ty Cổ phần Xây dựng điện VNECO4,Xây dựng điện VNECO4
1458,VE8,HNXIndex,Công ty Cổ phần Xây dựng Điện Vneco 8,Xây dựng Điện Vneco 8
1459,VE9,UpcomIndex,Công ty Cổ phần Đầu tư và Xây dựng VNECO 9,VNECO 9
1460,VEA,UpcomIndex,Tổng Công ty Máy động lực và Máy nông nghiệp Việt Nam - CTCP,Máy động lực và Máy NN
1461,VEF,UpcomIndex,Công ty Cổ phần Trung tâm Hội chợ Triển lãm Việt Nam,Triển lãm Việt Nam
1462,VEC,UpcomIndex,Tổng Công ty Cổ phần Điện tử và Tin học Việt Nam,Điện tử và Tin học VN
1463,VES,UpcomIndex,Công ty Cổ phần Đầu tư và Xây dựng Điện MÊ CA VNECO,MÊ CA VNECO
1464,VFC,UpcomIndex,Công ty Cổ phần VINAFCO,Vận tải biển VINAFCO
1465,VFG,VNINDEX,Công ty Cổ phần Khử trùng Việt Nam,Khử trùng Việt Nam
1466,VFR,UpcomIndex,Công ty Cổ phần Vận tải và Thuê tàu,Vận tải Vietfracht
1467,VFS,UpcomIndex,Công ty Cổ phần Chứng khoán Nhất Việt,Chứng khoán Nhất Việt
1468,VGC,VNINDEX,Tổng Công ty Viglacera - Công ty Cổ phần,Tổng Công ty Viglacera
1469,VGP,HNXIndex,Công ty Cổ phần Cảng Rau Quả,Cảng Rau Quả
1470,VGS,HNXIndex,Công ty Cổ phần Ống thép Việt Đức VG PIPE,Ống thép Việt Đức
1471,VUA,UpcomIndex,Công ty Cổ phần Chứng khoán Stanley Brothers,Chứng khoán Stanley Brothers
1472,NDT,UpcomIndex,Tổng Công ty Cổ phần Dệt may Nam Định,Dệt may Nam Định
1473,VHC,VNINDEX,Công ty Cổ phần Vĩnh Hoàn,Thủy sản Vĩnh Hoàn
1474,VHF,UpcomIndex,Công ty Cổ phần Xây dựng và Chế biến lương thực Vĩnh Hà,Chế biến lương thực Vĩnh Hà
1475,VHG,UpcomIndex,Công ty Cổ phần Đầu tư và Phát triển Việt Trung Nam,Công ty Cổ phần Đầu tư và Phát triển Việt Trung Nam
1476,VHH,UpcomIndex,Công ty Cổ phần Đầu tư Kinh doanh nhà Thành Đạt,Kinh doanh nhà Thành Đạt
1477,VHL,HNXIndex,Công ty Cổ phần Viglacera Hạ Long,Viglacera Hạ Long
1478,VIB,VNINDEX,Ngân hàng Thương mại Cổ phần Quốc tế Việt Nam,VIBBank
1479,VIC,VNINDEX,Tập đoàn Vingroup - Công ty Cổ phần,VinGroup
1480,TVT,VNINDEX,Tổng Công ty Việt Thắng - CTCP,May Việt Thắng
1481,VID,VNINDEX,Công ty Cổ phần Đầu tư Phát triển Thương mại Viễn Đông,Viễn Đông
1482,SB1,UpcomIndex,Công ty Cổ phần Bia Sài Gòn - Nghệ Tĩnh,Bia Sài Gòn - Nghệ Tĩnh
1483,PVO,UpcomIndex,Công ty Cổ phần Dầu nhờn PV Oil,Dầu nhờn PV Oil
1484,MBG,HNXIndex,Công ty Cổ phần Tập đoàn MBG,Tập đoàn MBG
1485,VDP,VNINDEX,Công ty Cổ phần Dược phẩm Trung ương VIDIPHA,Dược phẩm VIDIPHA
1486,VIE,UpcomIndex,Công ty Cổ phần Công nghệ Viễn thông VI TE CO,CN Viễn thông VI TE CO
1487,MVB,HNXIndex,Tổng Công ty Công nghiệp mỏ Việt Bắc TKV - Công ty Cổ phần,Mỏ Việt Bắc - TKV
1488,VJC,VNINDEX,Công ty Cổ phần Hàng không Vietjet,Vietjet Air
1489,DVM,HNXIndex,Công ty Cổ phần Dược liệu Việt Nam,Dược liệu Việt Nam
1490,VTD,UpcomIndex,Công ty Cổ phần Vietourist Holdings,Du lịch Vietourist
1491,VTR,UpcomIndex,Công ty Cổ phần Du lịch và tiếp thị giao thông vận tải Việt Nam - Vietravel,Du lịch Vietravel
1492,VIG,HNXIndex,Công ty Cổ phần Chứng khoán Thương mại và Công nghiệp Việt Nam,CK TM và CN Việt Nam
1493,VLC,UpcomIndex,Tổng Công ty Chăn nuôi Việt Nam - Công ty Cổ phần,Chăn nuôi Việt Nam
1494,VIM,UpcomIndex,Công ty Cổ phần Khoáng sản Viglacera,Khoáng sản Viglacera
1495,TVM,UpcomIndex,Công ty Cổ phần Tư vấn đầu tư Mỏ và công nghiệp - Vinacomin,Tư vấn đầu tư Mỏ
1496,TMG,UpcomIndex,Công ty Cổ phần Kim loại màu Thái Nguyên - Vimico,Kim loại màu Thái Nguyên - Vimico
1497,VIN,UpcomIndex,Công ty Cổ phần Giao nhận Kho vận Ngoại thương Việt Nam,Kho vận ngoại thương VN
1498,DTK,HNXIndex,Tổng Công ty Điện lực TKV - Công ty Cổ phần,Vinacomin Power
1499,VIF,HNXIndex,Tổng Công ty Lâm nghiệp Việt Nam - Công ty Cổ phần,Lâm nghiệp Việt Nam
1500,VHE,HNXIndex,Công ty Cổ phần Dược liệu và Thực phẩm Việt Nam,Dược liệu và Thực phẩm VN
1501,VHD,UpcomIndex,Công ty Cổ phần Đầu tư phát triển nhà và đô thị VINAHUD,PT Nhà và Đô thị Vinaconex
1502,VVN,UpcomIndex,Tổng Công ty Cổ phần Xây dựng Công nghiệp Việt Nam,XD Công nghiệp Việt Nam
1503,KIP,UpcomIndex,Công ty Cổ phần K.I.P Việt Nam,K.I.P Việt Nam
1504,VGT,UpcomIndex,Tập đoàn Dệt May Việt Nam,VINATEX
1505,VMT,UpcomIndex,Công ty Cổ phần Giao nhận Vận tải Miền Trung,Giao nhận Vận tải Miền Trung
1506,VGL,UpcomIndex,Công ty Cổ phần Mạ kẽm công nghiệp Vingal-Vnsteel,Mạ kẽm công nghiệp Vingal-Vnsteel
1507,VIP,VNINDEX,Công ty Cổ phần Vận tải Xăng dầu VIPCO,Vận tải Xăng dầu VIPCO
1508,GVT,UpcomIndex,Công ty Cổ phần Giấy Việt Trì,Giấy Việt Trì
1509,VPS,VNINDEX,Công ty Cổ phần Thuốc sát trùng Việt Nam,Thuốc sát trùng Việt Nam
1510,VGR,UpcomIndex,Công ty Cổ phần Cảng xanh VIP,Cảng xanh VIP
1511,VLP,UpcomIndex,Công ty Cổ phần Công trình Công cộng Vĩnh Long,Công trình Công cộng Vĩnh Long
1512,VIR,UpcomIndex,Công ty Cổ phần Du lịch Quốc tế Vũng Tàu,Du lịch Vũng Tàu
1513,VSN,UpcomIndex,Công ty Cổ phần Việt Nam Kỹ Nghệ Súc Sản,VN Kỹ Nghệ Súc Sản (VISSAN)
1514,VIT,HNXIndex,Công ty Cổ phần Viglacera Tiên Sơn,Viglacera Tiên Sơn
1515,VWS,UpcomIndex,Công ty Cổ phần Nước và Môi trường Việt Nam,Nước và Môi trường VN
1516,VIW,UpcomIndex,Tổng công ty Đầu tư Nước và Môi trường Việt Nam - Công ty Cổ phần,Đầu tư nước và môi trường VN - Viwaseen
1517,VIX,VNINDEX,Công ty Cổ phần Chứng khoán VIX,Chứng khoán VIX
1518,VKC,HNXIndex,Công ty Cổ phần VKC Holdings,VKC Holdings
1519,VKP,UpcomIndex,Công ty Cổ phần Nhựa Tân Hóa,Nhựa Tân Hóa
1520,VLA,HNXIndex,Công ty Cổ phần Đầu tư và Phát triển Công nghệ Văn Lang,PT Công nghệ Văn Lang
1521,VLF,UpcomIndex,Công ty Cổ phần Lương thực Thực phẩm Vĩnh Long,Lương thực Vĩnh Long
1522,VMC,HNXIndex,Công ty Cổ phần VIMECO,VIMECO
1523,VMD,VNINDEX,Công ty Cổ phần Y Dược phẩm Vimedimex,Y Dược phẩm Vimedimex
1524,VMS,HNXIndex,Công ty Cổ phần Phát triển Hàng Hải,Phát triển Hàng Hải
1525,VMG,UpcomIndex,Công ty Cổ phần Thương mại và Dịch vụ Dầu khí Vũng Tàu,Vimexco Gas
1526,ABC,UpcomIndex,Công ty Cổ phần Truyền thông VMG,Truyền thông VMG
1527,MGC,UpcomIndex,Công ty Cổ phần Địa chất mỏ - TKV,Địa chất mỏ - TKV
1528,VMA,UpcomIndex,Công ty Cổ phần Công nghiệp Ô tô Vinacomin,CN ô tô Vinacomin
1529,MTS,UpcomIndex,Công ty Cổ phần Vật tư - TKV,Vật tư - TKV
1530,VNA,UpcomIndex,Công ty Cổ phần Vận tải biển Vinaship,Vận tải biển Vinaship
1531,AIC,UpcomIndex,Tổng Công ty Cổ phần Bảo hiểm Hàng không,Bảo hiểm Hàng không
1532,HVN,VNINDEX,Tổng Công ty Hàng không Việt Nam - CTCP,Vietnam Airlines
1533,VNC,HNXIndex,Công ty Cổ phần Tập đoàn Vinacontrol,VINACONTROL
1534,VGV,UpcomIndex,Tổng Công ty Tư vấn Xây dựng Việt Nam - CTCP,Tư vấn Xây dựng Việt Nam
1535,CGV,UpcomIndex,Công ty Cổ phần Vinaceglass,Vinaceglass JSC
1536,TMB,HNXIndex,Công ty Cổ phần Kinh doanh Than Miền Bắc - Vinacomin,Than Miền Bắc - Vinacomin
1537,VND,VNINDEX,Công ty Cổ phần Chứng khoán VNDIRECT,Chứng khoán VNDIRECT
1538,VNE,VNINDEX,Tổng Công ty Cổ phần Xây dựng điện Việt Nam,Xây dựng điện Việt Nam
1539,E12,UpcomIndex,Công ty Cổ phần Xây Dựng Điện VNECO 12,XD Điện VNECO 12
1540,VNF,HNXIndex,Công ty Cổ phần Vinafreight,VINAFREIGHT
1541,BMV,UpcomIndex,Công ty Cổ phần Bột mỳ Vinafood 1,Bột mỳ Vinafood 1
1542,VSF,UpcomIndex,Tổng Công ty Lương thực Miền Nam - Công ty Cổ phần,Vinafood 2
1543,VNG,VNINDEX,Công ty Cổ phần Du Lịch Thành Thành Công,DL Thành Thành Công
1544,VNZ,UpcomIndex,Công ty Cổ phần VNG,CTCP VNG
1545,VNH,UpcomIndex,Công ty Cổ phần Đầu tư Việt Việt Nhật,Đầu tư Việt Việt Nhật
1546,VNI,UpcomIndex,Công ty Cổ phần Đầu tư Bất động sản Việt Nam,ĐT BĐS Việt Nam
1547,VNL,VNINDEX,Công ty Cổ phần Logistics Vinalink,Logistics Vinalink
1548,MVN,UpcomIndex,Tổng Công ty Hàng hải Việt Nam - CTCP,TCT Hàng hải Việt Nam
1549,VLG,UpcomIndex,Công ty Cổ phần VIMC Logistics,VIMC Logistics
1550,VNM,VNINDEX,Công ty Cổ phần Sữa Việt Nam,VINAMILK
1551,VPD,VNINDEX,Công ty Cổ phần Phát triển Điện lực Việt Nam,Phát triển Điện lực Việt Nam
1552,DVN,UpcomIndex,Tổng Công ty Dược Việt Nam - CTCP,Tổng Công ty Dược Việt Nam
1553,VNP,UpcomIndex,Công ty Cổ phần Nhựa Việt Nam,Nhựa Việt Nam
1554,VNR,HNXIndex,Tổng Công ty Cổ phần Tái bảo hiểm Quốc gia Việt Nam,Tái bảo hiểm Quốc gia
1555,GVR,VNINDEX,Tập đoàn Công nghiệp Cao su Việt Nam - Công ty Cổ phần,Tập đoàn CN Cao su VN
1556,VNS,VNINDEX,Công ty Cổ phần Ánh Dương Việt Nam,Ánh Dương Việt Nam
1557,TVN,UpcomIndex,Tổng Công ty Thép Việt Nam - Công ty Cổ phần,Thép Việt Nam
1558,VNT,HNXIndex,Công ty Cổ phần Giao nhận Vận tải Ngoại Thương,Vận tải ngoại thương
1559,VXT,UpcomIndex,Công ty Cổ phần Kho vận và dịch vụ thương mại,Kho vận và DV Thương mại
1560,VNY,UpcomIndex,Công ty Cổ phần Thuốc thú y Trung ương I,Thuốc thú y Trung ương I
1561,VNX,UpcomIndex,Công ty Cổ phần Quảng cáo và Hội chợ Thương mại Vinexad,QC và Hội chợ Thương mại
1562,VOC,UpcomIndex,Tổng Công ty Công nghiệp Dầu thực vật Việt Nam - Công ty Cổ phần,Dầu thực vật Việt Nam
1563,VOS,VNINDEX,Công ty Cổ phần Vận tải Biển Việt Nam,Vận tải Biển Việt Nam
1564,VSA,HNXIndex,Công ty Cổ phần Đại lý Hàng hải Việt Nam,Đại lý Hàng hải VN
1565,VPB,VNINDEX,Ngân hàng Thương mại Cổ phần Việt Nam Thịnh Vượng,VPBank
1566,VPC,UpcomIndex,Công ty Cổ phần Đầu tư và Phát triển Năng lượng Việt Nam,V- Power
1567,VPG,VNINDEX,Công ty Cổ phần Đầu tư Thương mại Xuất nhập khẩu Việt Phát,Đầu tư TMại XNK Việt Phát
1568,VPH,VNINDEX,Công ty Cổ phần Vạn Phát Hưng,Vạn Phát Hưng
1569,VPR,UpcomIndex,Công ty Cổ phần VINAPRINT,VINAPRINT
1570,VPA,UpcomIndex,Công ty Cổ phần Vận tải Hóa dầu VP,Vận tải Hóa dầu VP
1571,VPI,VNINDEX,Công ty Cổ phần Đầu tư Văn Phú - Invest,Đầu tư Văn Phú - Invest
1572,VPW,UpcomIndex,Công ty Cổ phần Cấp thoát nước số 1 Vĩnh Phúc,Cấp thoát nước số 1 Vĩnh Phúc
1573,NVP,UpcomIndex,Công ty Cổ phần Nước sạch Vĩnh Phúc,Nước sạch Vĩnh Phúc
1574,VQC,UpcomIndex,Công ty Cổ phần Giám định Vinaconmin,Giám định Vinaconmin
1575,VRC,VNINDEX,Công ty Cổ phần Bất động sản và Đầu tư VRC,Bất động sản và Đầu tư VRC
1576,VRG,UpcomIndex,Công ty Cổ phần Phát triển Đô thị và Khu Công nghiệp Cao Su Việt Nam,PT Đô thị và KCN Cao su VN
1577,VRE,VNINDEX,Công ty Cổ phần Vincom Retail,Vincom Retail
1578,VSC,VNINDEX,Công ty Cổ phần Container Việt Nam,VICONSHIP
1579,VSE,UpcomIndex,Công ty Cổ phần Dịch vụ Đường cao tốc Việt Nam,DV Đường cao tốc Việt Nam
1580,VSG,UpcomIndex,Công ty Cổ phần Container Phía Nam,Container Phía Nam
1581,VSH,VNINDEX,Công ty Cổ phần Thủy điện Vĩnh Sơn - Sông Hinh,Thủy điện Vĩnh Sơn - Sông Hinh
1582,VSI,VNINDEX,Công ty Cổ phần Đầu tư và Xây dựng Cấp thoát nước,Đầu tư và Xây dựng Cấp thoát nước
1583,VST,UpcomIndex,Công ty Cổ phần Vận tải và Thuê Tàu biển Việt Nam,Vận tải và Thuê Tàu biển Việt Nam
1584,VTA,UpcomIndex,Công ty Cổ phần VITALY,Gạch men VITALY
1585,VTB,VNINDEX,Công ty Cổ phần Viettronics Tân Bình,Viettronics Tân Bình
1586,VTC,HNXIndex,Công ty Cổ phần Viễn Thông VTC,Viễn thông VTC
1587,VTE,UpcomIndex,Công ty Cổ phần VINACAP Kim Long,VINACAP Kim Long
1588,VGG,UpcomIndex,Tổng Công Ty Cổ phần May Việt Tiến,May Việt Tiến
1589,VGI,UpcomIndex,Tổng Công ty Cổ phần Đầu tư Quốc tế Viettel,Đầu tư Quốc tế Viettel
1590,VTH,HNXIndex,Công ty Cổ phần Dây cáp điện Việt Thái,Dây cáp điện Việt Thái
1591,VTI,UpcomIndex,Công ty Cổ phần Sản xuất - Xuất nhập khẩu Dệt may,Sản xuất - XNK Dệt may
1592,VTJ,HNXIndex,Công ty Cổ phần Thương mại và Đầu tư VI NA TA BA,TM và Đầu tư VINATABA
1593,VTK,UpcomIndex,Công ty Cổ phần Tư vấn và Dịch vụ Viettel,Tư vấn thiết kế Viettel
1594,VTL,HNXIndex,Công ty Cổ phần Vang Thăng Long,Vang Thăng Long
1595,VTM,UpcomIndex,Công ty Cổ phần Vận tải và Đưa đón thợ mỏ - Vinacomin,Đưa đón thợ mỏ - Vinacomin
1596,VTO,VNINDEX,Công ty Cổ phần Vận tải Xăng dầu VITACO,VITACO
1597,VTP,UpcomIndex,Tổng Công ty Cổ phần Bưu chính Viettel,Bưu chính Viettel
1598,VTQ,UpcomIndex,Công ty Cổ phần Việt Trung Quảng Bình,Việt Trung Quảng Bình
1599,VTS,UpcomIndex,Công ty Cổ phần Gạch Ngói Từ Sơn,Gạch Ngói Từ Sơn
1600,VBB,UpcomIndex,Ngân hàng Thương mại Cổ phần Việt Nam Thương Tín,VietBank
1601,DLT,UpcomIndex,Công ty Cổ phần Du lịch và Thương mại - Vinacomin,Du lịch và TM - Vinacomin
1602,VTV,HNXIndex,Công ty Cổ phần Năng lượng và Môi trường VICEM,Năng lượng và Môi trường VICEM
1603,CAB,UpcomIndex,Công ty Cổ phần Tổng Công ty Truyền hình Cáp Việt Nam,Truyền hình Cáp Việt Nam
1604,VTX,UpcomIndex,Công ty Cổ phần Vận tải Đa phương thức VIETRANSTIMEX,Vận tải Đa phương thức
1605,CLH,HNXIndex,Công ty Cổ phần Xi măng La Hiên VVMI,Xi măng La Hiên
1606,VLW,UpcomIndex,Công ty Cổ phần Cấp nước Vĩnh Long,Cấp nước Vĩnh Long
1607,VW3,UpcomIndex,Công ty Cổ phần VIWASEEN3,VIWASEEN.3
1608,VCW,UpcomIndex,Công ty Cổ phần Đầu tư Nước sạch Sông Đà,Đầu tư Nước sạch Sông Đà
1609,VXB,UpcomIndex,Công ty Cổ phần Vật liệu xây dựng Bến Tre,VLXD Bến Tre
1610,VXP,UpcomIndex,Công ty Cổ phần Thuốc Thú y Trung ương VETVACO,Thuốc Thú y Trung ương VETVACO
1611,WCS,HNXIndex,Công ty Cổ phần Bến xe Miền Tây,Bến xe Miền Tây
1612,WSB,UpcomIndex,Công ty Cổ phần Bia Sài Gòn - Miền Tây,Bia Sài Gòn - Miền Tây
1613,WSS,HNXIndex,Công ty Cổ phần Chứng khoán Phố Wall,Chứng khoán Phố Wall
1614,WTC,UpcomIndex,Công ty Cổ phần Vận tải thủy - Vinacomin,Vận tải thủy Vinacomin
1615,X20,HNXIndex,Công ty Cổ phần X20,May mặc X20
1616,X26,UpcomIndex,Công ty Cổ phần 26,Công ty 26
1617,X77,UpcomIndex,Công ty Cổ phần Thành An 77,Thành An 77
1618,EPH,UpcomIndex,Công ty Cổ phần Dịch vụ Xuất bản Giáo dục Hà Nội,Xuất bản giáo dục Hà Nội
1619,DFC,UpcomIndex,Công ty Cổ phần Xích líp Đông Anh,Xích líp Đông Anh
1620,XMC,UpcomIndex,Công ty cổ phần Đầu tư và Xây dựng Xuân Mai,Bê tông Xuân Mai
1621,XMD,UpcomIndex,Công ty Cổ phần Xuân Mai - Đạo Tú,Xuân Mai - Đạo Tú
1622,CQT,UpcomIndex,Công ty Cổ phần Xi măng Quán Triều VVMI,Xi măng Quán Triều VVMI
1623,XPH,UpcomIndex,Công ty Cổ phần Xà phòng Hà Nội,Xà phòng Hà Nội
1624,XHC,UpcomIndex,Công ty Cổ phần Xuân Hòa Việt Nam,Nội thất Xuân Hòa
1625,XMP,UpcomIndex,Công ty Cổ phần Thủy điện Xuân Minh,Thủy điện Xuân Minh
1626,YBC,UpcomIndex,Công ty Cổ phần Xi măng và Khoáng sản Yên Bái,Xi măng và Khoáng sản Yên Bái
1627,YBM,VNINDEX,Công ty Cổ phần Khoáng sản Công nghiệp Yên Bái,Khoáng sản CN Yên Bái
1628,YEG,VNINDEX,Công ty Cổ phần Tập đoàn Yeah1,Tập đoàn Yeah1
1629,YTC,UpcomIndex,Công ty Cổ phần Xuất nhập khẩu Y tế Thành phố Hồ Chí Minh,XNK Y tế TP.HCM
